website,Service,City,Name,Str,DealerNr,PLZ2,Phone,Plz,Revenue_Split_raw,Factor_Split,Latitude,Profit_raw,Longitude,Revenue_total,Profit,Revenue,DealerFactor
0,Used Cars,Berlin,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,7,13,0,13089,3831848,0.22,52.573267,0.15,13.443985,17417490,862166,5747772,1.5
0,Used Cars,Berlin,Gerta Britsch GmbH,Grenzallee 100,8,12,0,12057,3197731,0.2,52.464327,0.13,13.446074,15988655,511317,3933209.13,1.23
0,Used Cars,Berlin,Autohaus Kobo GmbH,Hansastraße 202,9,13,0,13088,3156136,0.2,52.557932,0.14,13.492706,15780682,521394,3724240.48,1.18
0,Used Cars,Berlin,Wilhelm Zakkoro GmbH & Co.,Mecklenburgische Straße 23,10,14,0,14197,3145652,0.2,52.479611,0.17,13.310888,15728262,352942,2076130.32,0.66
0,Used Cars,Berlin,Autohaus fomohaus GmbH.,Cicerostraße 34,11,10,0,10709,3718424,0.21,52.490626,0.14,13.301218,17706783,911014,6507242,1.75
0,Used Cars,Berlin,Friereich olson OHG,Sophie-Charlotten-Straße 7,12,14,0,14059,6094049,0.25,52.521685,0.13,13.284828,24376195,507025,3900191.36,0.64
0,Used Cars,Berlin,Autohaus Berlin GmbH zorro,Marzahner Chaussee 234,13,12,0,12681,3425313,0.22,52.53081,0.13,13.531643,15569606,374044,2877262.92,0.84
0,Used Cars,Berlin,Autohaus Katrina GmbH.,Ringstraße 50,14,12,0,12105,4575425,0.23,52.442463,0.18,13.377478,19893151,1581267,8784816,1.92
0,Used Cars,Berlin,Auto Barthamo GmbH,Friedrichshaller Straße 39-40,15,14,0,14199,3583248,0.23,52.475381,0.15,13.294983,15579339,526737,3511583.04,0.98
0,Used Cars,Berlin,Klaus mans Automobile GmbH,Eichhorster Weg 91,16,13,0,13435,4071109,0.25,52.602944,0.13,13.334898,16284435,857376,6595196.58,1.62
0,Used Cars,Berlin,Autoforce Automobile Berlin GmbH Berliner Str.,Berliner Straße 68,17,13,0,13507,6615749,0.25,52.582073,0.18,13.290807,26462994,1798161,9989780.99,1.51
0,Used Cars,Berlin,Automobile Lieftwieren,Säntisstr. 51 - 57,18,12,0,12277,3604372,0.24,52.52045,0.12,13.40732,15018216,800171,6668088.2,1.85
0,Used Cars,Berlin,Autoforce Automobile Berlin GmbH am Juliusturm,Am Juliusturm 10,19,13,0,13599,5582807,0.22,52.538438,0.15,13.229127,25376394,1239383,8262554.36,1.48
0,Used Cars,Berlin,Auto-bart GmbH,Rudower Straße 25 - 29,20,12,0,12524,3136408,0.24,52.433998,0.12,13.469765,13068365,752738,6272816,2
0,Used Cars,Berlin,Autoforce Automobile Berlin GmbH Goerzallee,Goerzallee 251,21,14,0,14167,3427452,0.2,52.415247,0.16,13.283711,17137258,460650,2879059.68,0.84
0,Used Cars,Berlin,Autoforce Zentrum Berlin GmbH,Brunsbütteler Damm 40-50,22,13,0,13581,4195604,0.25,52.533099,0.13,13.156191,16782415,507249,3901911.72,0.93
0,Used Cars,Berlin,Mart Piontek GmbH,Waltersdorfer Chaussee 18-20,23,12,0,12355,5207828,0.24,52.415723,0.12,13.497994,21699282,824920,6874332.96,1.32
0,Used Cars,Berlin,AUTO-waardler GmbH,Wendenschloßstraße 290,24,12,0,12557,4990467,0.22,52.429732,0.13,13.583759,22683941,609835,4691038.98,0.94
0,Used Cars,München,Handler München,0,25,80,0,80,5630611,0.2,48.135125,0.14,11.581981,28153057,121395973,867114094,154
0,Services,Berlin,Amo Automobile go.,Mariannenstraße 9-10,1,10,0,10999,1784662,0.09,52.499662,0.33,13.42247,19829575,294469,892331,0.5
0,Services,Berlin,Autohoo Berlin Berliner Str.,Berliner Straße 100,2,13,0,13189,1221370,0.07,52.368868,0.35,13.470358,17448136,431754,1233583.7,1.01
0,Services,Berlin,Atoforce Automobile Berlin GmbH Franklinstr.,Franklinstr. 5,3,10,0,10587,969416,0.08,52.464207,0.33,13.404865,12117695,470264,1425041.52,1.47
0,Services,Berlin,Andrea Noir,Strausberger Straße 1 u. 2,4,13,0,13055,1375146,0.07,52.541452,0.33,13.488173,19644948,294969,893844.9,0.65
0,Services,Berlin,Autoforce Automobile Berlin GmbH Oberlandstr.,Oberlandstr. 40-41,5,12,0,12099,2137756,0.08,52.52045,0.3,13.40732,26721946,782419,2608062.32,1.22
0,Services,Berlin,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,6,10,0,10365,1286726,0.09,52.528827,0.26,13.499454,14296955,538624,2071628.86,1.61
0,Services,Berlin,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,7,13,0,13089,1219224,0.07,52.573267,0.24,13.443985,17417490,438921,1828836,1.5
0,Services,Berlin,Gerta Britsch GmbH,Grenzallee 100,8,12,0,12057,1119206,0.07,52.464327,0.34,13.446074,15988655,468052,1376623.38,1.23
0,Services,Berlin,Autohaus Kobo GmbH,Hansastraße 202,9,13,0,13088,1420261,0.09,52.557932,0.32,13.492706,15780682,536291,1675907.98,1.18
0,Services,Berlin,Wilhelm Zakkoro GmbH & Co.,Mecklenburgische Straße 23,10,14,0,14197,1415544,0.09,52.479611,0.31,13.310888,15728262,289620,934259.04,0.66
0,Services,Berlin,Autohaus fomohaus GmbH.,Cicerostraße 34,11,10,0,10709,1593610,0.09,52.490626,0.36,13.301218,17706783,1003974,2788817.5,1.75
0,Services,Berlin,Friereich olson OHG,Sophie-Charlotten-Straße 7,12,14,0,14059,2437620,0.1,52.521685,0.25,13.284828,24376195,390019,1560076.8,0.64
0,Services,Berlin,Autohaus Berlin GmbH zorro,Marzahner Chaussee 234,13,12,0,12681,1089872,0.07,52.53081,0.31,13.531643,15569606,283803,915492.48,0.84
0,Services,Berlin,Autohaus Katrina GmbH.,Ringstraße 50,14,12,0,12105,1591452,0.08,52.442463,0.3,13.377478,19893151,916676,3055587.84,1.92
0,Services,Berlin,Auto Barthamo GmbH,Friedrichshaller Straße 39-40,15,14,0,14199,1246347,0.08,52.475381,0.31,13.294983,15579339,378640,1221420.06,0.98
0,Services,Berlin,Klaus mans Automobile GmbH,Eichhorster Weg 91,16,13,0,13435,1628444,0.1,52.602944,0.35,13.334898,16284435,923328,2638079.28,1.62
0,Services,Berlin,Autoforce Automobile Berlin GmbH Berliner Str.,Berliner Straße 68,17,13,0,13507,2646299,0.1,52.582073,0.31,13.290807,26462994,1238733,3995911.49,1.51
0,Services,Berlin,Automobile Lieftwieren,Säntisstr. 51 - 57,18,12,0,12277,1501822,0.1,52.52045,0.34,13.40732,15018216,944646,2778370.7,1.85
0,Services,Berlin,Autoforce Automobile Berlin GmbH am Juliusturm,Am Juliusturm 10,19,13,0,13599,2537639,0.1,52.538438,0.25,13.229127,25376394,938926,3755705.72,1.48
0,Services,Berlin,Auto-bart GmbH,Rudower Straße 25 - 29,20,12,0,12524,1045469,0.08,52.433998,0.3,13.469765,13068365,627281,2090938,2
0,Services,Berlin,Autoforce Automobile Berlin GmbH Goerzallee,Goerzallee 251,21,14,0,14167,1199608,0.07,52.415247,0.32,13.283711,17137258,322455,1007670.72,0.84
0,Services,Berlin,Autoforce Zentrum Berlin GmbH,Brunsbütteler Damm 40-50,22,13,0,13581,1678242,0.1,52.533099,0.3,13.156191,16782415,468230,1560765.06,0.93
0,Services,Berlin,Mart Piontek GmbH,Waltersdorfer Chaussee 18-20,23,12,0,12355,1518950,0.07,52.415723,0.28,13.497994,21699282,561404,2005014,1.32
0,Services,Berlin,AUTO-waardler GmbH,Wendenschloßstraße 290,24,12,0,12557,1587876,0.07,52.429732,0.32,13.583759,22683941,477633,1492603.44,0.94
0,Services,München,Handler München,0,25,80,0,80,1970714,0.07,48.135125,0.36,11.581981,28153057,109256384,303489956,154
Original Parts,Berlin,Amo Automobile go.,Mariannenstraße 9-10,1,10,0,10999,1784662,0.09,52.499662,0.31,13.42247,19829575,276623,892331,0.5
0,Original Parts,Berlin,Autohoo Berlin Berliner Str.,Berliner Straße 100,2,13,0,13189,1744814,0.1,52.368868,0.3,13.470358,17448136,528679,1762262.14,1.01
0,Original Parts,Berlin,Atoforce Automobile Berlin GmbH Franklinstr.,Franklinstr. 5,3,10,0,10587,1211770,0.1,52.464207,0.3,13.404865,12117695,534391,1781301.9,1.47
0,Original Parts,Berlin,Andrea Noir,Strausberger Straße 1 u. 2,4,13,0,13055,1768045,0.09,52.541452,0.35,13.488173,19644948,402230,1149229.25,0.65
0,Original Parts,Berlin,Autoforce Automobile Berlin GmbH Oberlandstr.,Oberlandstr. 40-41,5,12,0,12099,2672195,0.1,52.52045,0.27,13.40732,26721946,880221,3260077.9,1.22
0,Original Parts,Berlin,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,6,10,0,10365,1143756,0.08,52.528827,0.3,13.499454,14296955,552434,1841447.16,1.61
0,Original Parts,Berlin,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,7,13,0,13089,1219224,0.07,52.573267,0.33,13.443985,17417490,603516,1828836,1.5
0,Original Parts,Berlin,Gerta Britsch GmbH,Grenzallee 100,8,12,0,12057,1438979,0.09,52.464327,0.3,13.446074,15988655,530983,1769944.17,1.23
0,Original Parts,Berlin,Autohaus Kobo GmbH,Hansastraße 202,9,13,0,13088,1420261,0.09,52.557932,0.31,13.492706,15780682,519531,1675907.98,1.18
0,Original Parts,Berlin,Wilhelm Zakkoro GmbH & Co.,Mecklenburgische Straße 23,10,14,0,14197,1415544,0.09,52.479611,0.3,13.310888,15728262,280278,934259.04,0.66
0,Original Parts,Berlin,Autohaus fomohaus GmbH.,Cicerostraße 34,11,10,0,10709,1416543,0.08,52.490626,0.29,13.301218,17706783,718896,2478950.25,1.75
0,Original Parts,Berlin,Friereich olson OHG,Sophie-Charlotten-Straße 7,12,14,0,14059,1950096,0.08,52.521685,0.34,13.284828,24376195,424341,1248061.44,0.64
0,Original Parts,Berlin,Autohaus Berlin GmbH zorro,Marzahner Chaussee 234,13,12,0,12681,1401265,0.09,52.53081,0.33,13.531643,15569606,388431,1177062.6,0.84
0,Original Parts,Berlin,Autohaus Katrina GmbH.,Ringstraße 50,14,12,0,12105,1591452,0.08,52.442463,0.29,13.377478,19893151,886120,3055587.84,1.92
0,Original Parts,Berlin,Auto Barthamo GmbH,Friedrichshaller Straße 39-40,15,14,0,14199,1557934,0.1,52.475381,0.35,13.294983,15579339,534371,1526775.32,0.98
0,Original Parts,Berlin,Klaus mans Automobile GmbH,Eichhorster Weg 91,16,13,0,13435,1139910,0.07,52.602944,0.27,13.334898,16284435,498597,1846654.2,1.62
0,Original Parts,Berlin,Autoforce Automobile Berlin GmbH Berliner Str.,Berliner Straße 68,17,13,0,13507,1852410,0.07,52.582073,0.35,13.290807,26462994,978999,2797139.1,1.51
0,Original Parts,Berlin,Automobile Lieftwieren,Säntisstr. 51 - 57,18,12,0,12277,1501822,0.1,52.52045,0.26,13.40732,15018216,722376,2778370.7,1.85
0,Original Parts,Berlin,Autoforce Automobile Berlin GmbH am Juliusturm,Am Juliusturm 10,19,13,0,13599,2537639,0.1,52.538438,0.27,13.229127,25376394,1014041,3755705.72,1.48
0,Original Parts,Berlin,Auto-bart GmbH,Rudower Straße 25 - 29,20,12,0,12524,1306837,0.1,52.433998,0.27,13.469765,13068365,705692,2613674,2
0,Original Parts,Berlin,Autoforce Automobile Berlin GmbH Goerzallee,Goerzallee 251,21,14,0,14167,1542353,0.09,52.415247,0.27,13.283711,17137258,349806,1295576.52,0.84
0,Original Parts,Berlin,Autoforce Zentrum Berlin GmbH,Brunsbütteler Damm 40-50,22,13,0,13581,1174769,0.07,52.533099,0.27,13.156191,16782415,294984,1092535.17,0.93
0,Original Parts,Berlin,Mart Piontek GmbH,Waltersdorfer Chaussee 18-20,23,12,0,12355,1735943,0.08,52.415723,0.36,13.497994,21699282,824920,2291444.76,1.32
0,Original Parts,Berlin,AUTO-waardler GmbH,Wendenschloßstraße 290,24,12,0,12557,2268394,0.1,52.429732,0.32,13.583759,22683941,682333,2132290.36,0.94
0,Original Parts,München,Handler München,0,25,80,0,80,2815306,0.1,48.135125,0.29,11.581981,28153057,125731566,433557124,154
00,Digital Services,Berlin,Amo Automobile go.,Mariannenstraße 9-10,1,10,0,10999,1388070,0.07,52.499662,0.67,13.42247,19829575,465003,694035,0.5
0,Digital Services,Berlin,Autohoo Berlin Berliner Str.,Berliner Straße 100,2,13,0,13189,1570332,0.09,52.368868,0.6,13.470358,17448136,951621,1586035.32,1.01
0,Digital Services,Berlin,Atoforce Automobile Berlin GmbH Franklinstr.,Franklinstr. 5,3,10,0,10587,848239,0.07,52.464207,0.68,13.404865,12117695,847900,1246911.33,1.47
0,Digital Services,Berlin,Andrea Noir,Strausberger Straße 1 u. 2,4,13,0,13055,1964495,0.1,52.541452,0.68,13.488173,19644948,868307,1276921.75,0.65
0,Digital Services,Berlin,Autoforce Automobile Berlin GmbH Oberlandstr.,Oberlandstr. 40-41,5,12,0,12099,1870536,0.07,52.52045,0.54,13.40732,26721946,1232309,2282053.92,1.22
0,Digital Services,Berlin,G.A. Autoaus Europa GmbH,Siegfriedstraße 150,6,10,0,10365,1143756,0.08,52.528827,0.63,13.499454,14296955,1160112,1841447.16,1.61
0,Digital Services,Berlin,Autohaus Henk Koutmann GmbH,Blankenburger Straße 95,7,13,0,13089,1915924,0.11,52.573267,0.69,13.443985,17417490,1982981,2873886,1.5
0,Digital Services,Berlin,Gerta Britsch GmbH,Grenzallee 100,8,12,0,12057,1758752,0.11,52.464327,0.74,13.446074,15988655,1600816,2163264.96,1.23
0,Digital Services,Berlin,Autohaus Kobo GmbH,Hansastraße 202,9,13,0,13088,1262455,0.08,52.557932,0.52,13.492706,15780682,774642,1489696.9,1.18
0,Digital Services,Berlin,Wilhelm Zakkoro GmbH & Co.,Mecklenburgische Straße 23,10,14,0,14197,943696,0.06,52.479611,0.68,13.310888,15728262,423531,622839.36,0.66
0,Digital Services,Berlin,Autohaus fomohaus GmbH.,Cicerostraße 34,11,10,0,10709,1947746,0.11,52.490626,0.53,13.301218,17706783,1806534,3408555.5,1.75
0,Digital Services,Berlin,Friereich olson OHG,Sophie-Charlotten-Straße 7,12,14,0,14059,-243762,-0.01,52.521685,0.51,13.284828,24376195,-79564,-156007.68,0.64
0,Digital Services,Berlin,Autohaus Berlin GmbH zorro,Marzahner Chaussee 234,13,12,0,12681,1712657,0.11,52.53081,0.75,13.531643,15569606,1078974,1438631.88,0.84
0,Digital Services,Berlin,Autohaus Katrina GmbH.,Ringstraße 50,14,12,0,12105,1591452,0.08,52.442463,0.64,13.377478,19893151,1955576,3055587.84,1.92
0,Digital Services,Berlin,Auto Barthamo GmbH,Friedrichshaller Straße 39-40,15,14,0,14199,311587,0.02,52.475381,0.72,13.294983,15579339,219856,305355.26,0.98
0,Digital Services,Berlin,Klaus mans Automobile GmbH,Eichhorster Weg 91,16,13,0,13435,162844,0.01,52.602944,0.57,13.334898,16284435,150370,263807.28,1.62
0,Digital Services,Berlin,Autoforce Automobile Berlin GmbH Berliner Str.,Berliner Straße 68,17,13,0,13507,2117040,0.08,52.582073,0.75,13.290807,26462994,2397548,3196730.4,1.51
0,Digital Services,Berlin,Automobile Lieftwieren,Säntisstr. 51 - 57,18,12,0,12277,600729,0.04,52.52045,0.55,13.40732,15018216,611242,1111348.65,1.85
0,Digital Services,Berlin,Autoforce Automobile Berlin GmbH am Juliusturm,Am Juliusturm 10,19,13,0,13599,1015056,0.04,52.538438,0.55,13.229127,25376394,826256,1502282.88,1.48
0,Digital Services,Berlin,Auto-bart GmbH,Rudower Straße 25 - 29,20,12,0,12524,2221622,0.17,52.433998,0.61,13.469765,13068365,2710379,4443244,2
0,Digital Services,Berlin,Autoforce Automobile Berlin GmbH Goerzallee,Goerzallee 251,21,14,0,14167,2056471,0.12,52.415247,0.61,13.283711,17137258,1053736,1727435.64,0.84
0,Digital Services,Berlin,Autoforce Zentrum Berlin GmbH,Brunsbütteler Damm 40-50,22,13,0,13581,1342593,0.08,52.533099,0.69,13.156191,16782415,861542,1248611.49,0.93
0,Digital Services,Berlin,Mart Piontek GmbH,Waltersdorfer Chaussee 18-20,23,12,0,12355,650978,0.03,52.415723,0.65,13.497994,21699282,558539,859290.96,1.32
0,Digital Services,Berlin,AUTO-waardler GmbH,Wendenschloßstraße 290,24,12,0,12557,2495234,0.11,52.429732,0.73,13.583759,22683941,1712230,2345519.96,0.94
0,Digital Services,München,Handler München,0,25,80,0,80,3659897,0.13,48.135125,0.65,11.581981,28153057,366355690,563624138,154
