website,Category,City,Category_Name,Date,Name,Str,PLZ2,Phone,Engine,Dealer,Plz,Cars,Revenue_per_Car,Revenue_Sum,DealerFactor_Cars,Latitude,Avg_CO2_Emission,Sum_CO2_Emission,Longitude,Margin_per_Car,Cars_Raw,Margin
0,Compact,Berlin,1-Compact,11/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,45,23695,1066275,0.88,52.499662,100,4500,13.42247,0.063,51,67175
0,Compact,Berlin,1-Compact,12/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,9,22745,204705,0.88,52.499662,98,882,13.42247,0.064,10,13101
0,Medium,Berlin,2-Medium,01/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,11,36761,404371,0.88,52.499662,138,1518,13.42247,0.055,12,22240
0,Medium,Berlin,2-Medium,02/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,15,34903,523545,0.88,52.499662,129,1935,13.42247,0.065,17,34030
0,Medium,Berlin,2-Medium,03/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,13,36350,472550,0.88,52.499662,138,1794,13.42247,0.067,15,31661
0,Medium,Berlin,2-Medium,04/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,11,36613,402743,0.88,52.499662,129,1419,13.42247,0.056,13,22554
0,Medium,Berlin,2-Medium,05/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,25,33105,827625,0.88,52.499662,135,3375,13.42247,0.065,28,53796
0,Medium,Berlin,2-Medium,06/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,17,36753,624801,0.88,52.499662,135,2295,13.42247,0.069,19,43111
0,Medium,Berlin,2-Medium,07/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,22,34938,768636,0.88,52.499662,136,2992,13.42247,0.058,25,44581
0,Medium,Berlin,2-Medium,08/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,15,35493,532395,0.88,52.499662,140,2100,13.42247,0.068,17,36203
0,Medium,Berlin,2-Medium,09/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,20,36821,736420,0.88,52.499662,141,2820,13.42247,0.07,23,51549
0,Medium,Berlin,2-Medium,10/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,26,36807,956982,0.88,52.499662,126,3276,13.42247,0.063,30,60290
0,Medium,Berlin,2-Medium,11/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,17,34039,578663,0.88,52.499662,128,2176,13.42247,0.061,19,35298
0,Medium,Berlin,2-Medium,12/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,11,34141,375551,0.88,52.499662,131,1441,13.42247,0.058,12,21782
0,Large,Berlin,3-Large,01/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,8,46294,370352,0.88,52.499662,174,1392,13.42247,0.065,9,24073
0,Large,Berlin,3-Large,02/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,9,46476,418284,0.88,52.499662,158,1422,13.42247,0.07,10,29280
0,Large,Berlin,3-Large,03/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,7,47107,329749,0.88,52.499662,171,1197,13.42247,0.075,8,24731
0,Large,Berlin,3-Large,04/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,11,46354,509894,0.88,52.499662,161,1771,13.42247,0.078,13,39772
0,Large,Berlin,3-Large,05/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,8,48977,391816,0.88,52.499662,162,1296,13.42247,0.071,9,27819
0,Large,Berlin,3-Large,06/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,9,46109,414981,0.88,52.499662,155,1395,13.42247,0.075,10,31124
0,Large,Berlin,3-Large,07/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,12,50859,610308,0.88,52.499662,168,2016,13.42247,0.067,14,40891
0,Large,Berlin,3-Large,08/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,4,46666,186664,0.88,52.499662,174,696,13.42247,0.085,5,15866
0,Large,Berlin,3-Large,09/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,9,49691,447219,0.88,52.499662,148,1332,13.42247,0.071,10,31753
0,Large,Berlin,3-Large,10/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,13,48742,633646,0.88,52.499662,145,1885,13.42247,0.092,15,58295
0,Large,Berlin,3-Large,11/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,11,48824,537064,0.88,52.499662,158,1738,13.42247,0.077,12,41354
0,Large,Berlin,3-Large,12/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Combustion,1,10999,6,45911,275466,0.88,52.499662,157,942,13.42247,0.066,7,18181
0,Compact,Berlin,1-Compact,01/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,2,27162,54324,0.88,52.499662,47,94,13.42247,0.075,2,4075
0,Compact,Berlin,1-Compact,02/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,27094,27094,0.88,52.499662,45,45,13.42247,0.064,1,1747
0,Compact,Berlin,1-Compact,03/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,2,27366,54732,0.88,52.499662,35,70,13.42247,0.073,2,3968
0,Compact,Berlin,1-Compact,04/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,4,28476,113904,0.88,52.499662,39,156,13.42247,0.064,4,7285
0,Compact,Berlin,1-Compact,05/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,4,25622,102488,0.88,52.499662,33,132,13.42247,0.069,4,7102
0,Compact,Berlin,1-Compact,06/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,4,26894,107576,0.88,52.499662,44,176,13.42247,0.063,4,6748
0,Compact,Berlin,1-Compact,07/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,3,27058,81174,0.88,52.499662,33,99,13.42247,0.079,3,6392
0,Compact,Berlin,1-Compact,08/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,4,25243,100972,0.88,52.499662,29,116,13.42247,0.068,5,6826
0,Compact,Berlin,1-Compact,09/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,3,27263,81789,0.88,52.499662,43,129,13.42247,0.076,3,6237
0,Compact,Berlin,1-Compact,10/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,4,27660,110640,0.88,52.499662,37,148,13.42247,0.076,5,8364
0,Compact,Berlin,1-Compact,11/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,3,27512,82536,0.88,52.499662,31,93,13.42247,0.077,3,6388
0,Compact,Berlin,1-Compact,12/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,4,27310,109240,0.88,52.499662,41,164,13.42247,0.07,4,7690
0,Medium,Berlin,2-Medium,01/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,40227,40227,0.88,52.499662,67,67,13.42247,0.073,1,2940
0,Medium,Berlin,2-Medium,02/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,2,41457,82914,0.88,52.499662,62,124,13.42247,0.07,2,5837
0,Medium,Berlin,2-Medium,03/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,2,40978,81956,0.88,52.499662,66,132,13.42247,0.075,2,6179
0,Medium,Berlin,2-Medium,04/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,39702,39702,0.88,52.499662,52,52,13.42247,0.081,1,3200
0,Medium,Berlin,2-Medium,05/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,2,43085,86170,0.88,52.499662,40,80,13.42247,0.077,2,6618
0,Medium,Berlin,2-Medium,06/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,2,44082,88164,0.88,52.499662,43,86,13.42247,0.072,2,6369
0,Medium,Berlin,2-Medium,07/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,39328,39328,0.88,52.499662,43,43,13.42247,0.076,1,2975
0,Medium,Berlin,2-Medium,08/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,2,39215,78430,0.88,52.499662,67,134,13.42247,0.083,2,6475
0,Medium,Berlin,2-Medium,09/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,3,40912,122736,0.88,52.499662,68,204,13.42247,0.079,3,9662
0,Medium,Berlin,2-Medium,10/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,38084,38084,0.88,52.499662,60,60,13.42247,0.085,1,3232
0,Medium,Berlin,2-Medium,11/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,39001,39001,0.88,52.499662,68,68,13.42247,0.091,1,3549
0,Medium,Berlin,2-Medium,12/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,37489,37489,0.88,52.499662,63,63,13.42247,0.069,1,2603
0,Large,Berlin,3-Large,01/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,53156,53156,0.88,52.499662,64,64,13.42247,0.091,1,4822
0,Large,Berlin,3-Large,02/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,2,51290,102580,0.88,52.499662,51,102,13.42247,0.113,2,11555
0,Large,Berlin,3-Large,03/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,53343,53343,0.88,52.499662,72,72,13.42247,0.113,1,6009
0,Large,Berlin,3-Large,04/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,0,53981,0,0.88,52.499662,50,0,13.42247,0.095,0,0
0,Large,Berlin,3-Large,05/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,53821,53821,0.88,52.499662,68,68,13.42247,0.08,1,4303
0,Large,Berlin,3-Large,06/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,2,57477,114954,0.88,52.499662,62,124,13.42247,0.117,2,13399
0,Large,Berlin,3-Large,07/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,51363,51363,0.88,52.499662,73,73,13.42247,0.078,1,4006
0,Large,Berlin,3-Large,08/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,53598,53598,0.88,52.499662,60,60,13.42247,0.103,1,5505
0,Large,Berlin,3-Large,09/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,55410,55410,0.88,52.499662,74,74,13.42247,0.101,1,5589
0,Large,Berlin,3-Large,10/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,54782,54782,0.88,52.499662,72,72,13.42247,0.097,1,5303
0,Large,Berlin,3-Large,11/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,60785,60785,0.88,52.499662,48,48,13.42247,0.106,1,6430
0,Large,Berlin,3-Large,12/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Hybrid,1,10999,1,53068,53068,0.88,52.499662,52,52,13.42247,0.117,1,6200
0,Compact,Berlin,1-Compact,01/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,2,32680,65360,0.88,52.499662,0,0,13.42247,0.072,2,4705
0,Compact,Berlin,1-Compact,02/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,28745,28745,0.88,52.499662,0,0,13.42247,0.064,1,1851
0,Compact,Berlin,1-Compact,03/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,30639,30639,0.88,52.499662,0,0,13.42247,0.072,1,2211
0,Compact,Berlin,1-Compact,04/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,33707,33707,0.88,52.499662,0,0,13.42247,0.074,1,2508
0,Compact,Berlin,1-Compact,05/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,3,28623,85869,0.88,52.499662,0,0,13.42247,0.069,3,5951
0,Compact,Berlin,1-Compact,06/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,2,30974,61948,0.88,52.499662,0,0,13.42247,0.072,2,4440
0,Compact,Berlin,1-Compact,07/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,3,31570,94710,0.88,52.499662,0,0,13.42247,0.068,3,6427
0,Compact,Berlin,1-Compact,08/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,2,27973,55946,0.88,52.499662,0,0,13.42247,0.069,2,3856
0,Compact,Berlin,1-Compact,09/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,3,31177,93531,0.88,52.499662,0,0,13.42247,0.067,3,6233
0,Compact,Berlin,1-Compact,10/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,3,28363,85089,0.88,52.499662,0,0,13.42247,0.069,3,5897
0,Compact,Berlin,1-Compact,11/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,4,35562,142248,0.88,52.499662,0,0,13.42247,0.067,4,9545
0,Compact,Berlin,1-Compact,12/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,3,31374,94122,0.88,52.499662,0,0,13.42247,0.063,3,5896
0,Medium,Berlin,2-Medium,01/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,49958,49958,0.88,52.499662,0,0,13.42247,0.064,1,3189
0,Medium,Berlin,2-Medium,02/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,51213,51213,0.88,52.499662,0,0,13.42247,0.068,1,3493
0,Medium,Berlin,2-Medium,03/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,2,48625,97250,0.88,52.499662,0,0,13.42247,0.066,2,6430
0,Medium,Berlin,2-Medium,04/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,48401,48401,0.88,52.499662,0,0,13.42247,0.067,1,3228
0,Medium,Berlin,2-Medium,05/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,47527,47527,0.88,52.499662,0,0,13.42247,0.074,1,3535
0,Medium,Berlin,2-Medium,06/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,2,44470,88940,0.88,52.499662,0,0,13.42247,0.065,2,5778
0,Medium,Berlin,2-Medium,07/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,46088,46088,0.88,52.499662,0,0,13.42247,0.072,1,3310
0,Medium,Berlin,2-Medium,08/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,49910,49910,0.88,52.499662,0,0,13.42247,0.076,1,3788
0,Medium,Berlin,2-Medium,09/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,45649,45649,0.88,52.499662,0,0,13.42247,0.072,1,3264
0,Medium,Berlin,2-Medium,10/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,52008,52008,0.88,52.499662,0,0,13.42247,0.071,1,3712
0,Medium,Berlin,2-Medium,11/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,48878,48878,0.88,52.499662,0,0,13.42247,0.08,1,3922
0,Medium,Berlin,2-Medium,12/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,52386,52386,0.88,52.499662,0,0,13.42247,0.073,1,3800
0,Large,Berlin,3-Large,01/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,56506,56506,0.88,52.499662,0,0,13.42247,0.102,1,5759
0,Large,Berlin,3-Large,02/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,75959,75959,0.88,52.499662,0,0,13.42247,0.084,1,6408
0,Large,Berlin,3-Large,03/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,69137,69137,0.88,52.499662,0,0,13.42247,0.11,1,7633
0,Large,Berlin,3-Large,04/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,0,67890,0,0.88,52.499662,0,0,13.42247,0.078,0,0
0,Large,Berlin,3-Large,05/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,66555,66555,0.88,52.499662,0,0,13.42247,0.093,1,6204
0,Large,Berlin,3-Large,06/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,62675,62675,0.88,52.499662,0,0,13.42247,0.095,1,5949
0,Large,Berlin,3-Large,07/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,57829,57829,0.88,52.499662,0,0,13.42247,0.094,1,5459
0,Large,Berlin,3-Large,08/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,0,63939,0,0.88,52.499662,0,0,13.42247,0.086,0,0
0,Large,Berlin,3-Large,09/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,0,72447,0,0.88,52.499662,0,0,13.42247,0.096,0,0
0,Large,Berlin,3-Large,10/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,0,61699,0,0.88,52.499662,0,0,13.42247,0.107,0,0
0,Large,Berlin,3-Large,11/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,60822,60822,0.88,52.499662,0,0,13.42247,0.11,1,6676
0,Large,Berlin,3-Large,12/01/2019,Amo Automobile go.,Mariannenstraße 9-10,10,0,Electric,1,10999,1,67157,67157,0.88,52.499662,0,0,13.42247,0.092,1,6201
0,Compact,Berlin,1-Compact,01/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,90,23972,2157480,1.91,52.368868,98,8820,13.47036,0.052,47,112189
0,Compact,Berlin,1-Compact,02/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,74,23226,1718724,1.91,52.368868,95,7030,13.47036,0.065,39,111717
0,Compact,Berlin,1-Compact,03/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,34,23097,785298,1.91,52.368868,98,3332,13.47036,0.054,18,42406
0,Compact,Berlin,1-Compact,04/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,99,22756,2252844,1.91,52.368868,103,10197,13.47036,0.063,52,141929
0,Compact,Berlin,1-Compact,05/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,86,22527,1937322,1.91,52.368868,96,8256,13.47036,0.053,45,102678
0,Compact,Berlin,1-Compact,06/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,97,22959,2227023,1.91,52.368868,96,9312,13.47036,0.059,51,131394
0,Compact,Berlin,1-Compact,07/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,23,23456,539488,1.91,52.368868,101,2323,13.47036,0.056,12,30211
0,Compact,Berlin,1-Compact,08/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,78,22929,1788462,1.91,52.368868,105,8190,13.47036,0.058,41,103731
0,Compact,Berlin,1-Compact,09/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,113,23140,2614820,1.91,52.368868,96,10848,13.47036,0.054,59,141200
0,Compact,Berlin,1-Compact,10/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,101,22887,2311587,1.91,52.368868,100,10100,13.47036,0.065,53,150253
0,Compact,Berlin,1-Compact,11/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,101,22507,2273207,1.91,52.368868,98,9898,13.47036,0.051,53,115934
0,Compact,Berlin,1-Compact,12/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,40,23703,948120,1.91,52.368868,103,4120,13.47036,0.054,21,51198
0,Medium,Berlin,2-Medium,01/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,38,32915,1250770,1.91,52.368868,145,5510,13.47036,0.07,20,87554
0,Medium,Berlin,2-Medium,02/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,50,36843,1842150,1.91,52.368868,143,7150,13.47036,0.057,26,105003
0,Medium,Berlin,2-Medium,03/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,36,35032,1261152,1.91,52.368868,146,5256,13.47036,0.056,19,70625
0,Medium,Berlin,2-Medium,04/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,40,36666,1466640,1.91,52.368868,134,5360,13.47036,0.062,21,90932
0,Medium,Berlin,2-Medium,05/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,25,33975,849375,1.91,52.368868,145,3625,13.47036,0.07,13,59456
0,Medium,Berlin,2-Medium,06/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,36,36822,1325592,1.91,52.368868,150,5400,13.47036,0.07,19,92791
0,Medium,Berlin,2-Medium,07/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,55,34282,1885510,1.91,52.368868,136,7480,13.47036,0.07,29,131986
0,Medium,Berlin,2-Medium,08/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,48,36057,1730736,1.91,52.368868,125,6000,13.47036,0.056,25,96921
0,Medium,Berlin,2-Medium,09/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,44,36668,1613392,1.91,52.368868,135,5940,13.47036,0.069,23,111324
0,Medium,Berlin,2-Medium,10/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,31,36025,1116775,1.91,52.368868,136,4216,13.47036,0.068,16,75941
0,Medium,Berlin,2-Medium,11/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,34,35935,1221790,1.91,52.368868,135,4590,13.47036,0.064,18,78195
0,Medium,Berlin,2-Medium,12/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,31,35659,1105429,1.91,52.368868,134,4154,13.47036,0.066,16,72958
0,Large,Berlin,3-Large,01/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,10,45418,454180,1.91,52.368868,155,1550,13.47036,0.083,5,37697
0,Large,Berlin,3-Large,02/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,25,46608,1165200,1.91,52.368868,173,4325,13.47036,0.092,13,107198
0,Large,Berlin,3-Large,03/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,23,45971,1057333,1.91,52.368868,168,3864,13.47036,0.067,12,70841
0,Large,Berlin,3-Large,04/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,17,51570,876690,1.91,52.368868,170,2890,13.47036,0.065,9,56985
0,Large,Berlin,3-Large,05/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,25,45031,1125775,1.91,52.368868,163,4075,13.47036,0.075,13,84433
0,Large,Berlin,3-Large,06/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,21,49808,1045968,1.91,52.368868,155,3255,13.47036,0.09,11,94137
0,Large,Berlin,3-Large,07/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,25,49860,1246500,1.91,52.368868,152,3800,13.47036,0.072,13,89748
0,Large,Berlin,3-Large,08/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,15,49103,736545,1.91,52.368868,163,2445,13.47036,0.082,8,60397
0,Large,Berlin,3-Large,09/01/2019,Autohoo Berlin Berliner Str.,Berliner Straße 100,13,0,Combustion,2,13189,29,51015,1479435,1.91,52.368868,148,4292,13.47036,0.065,15,96163
